charging_userid,ev_model,station_id,power_consumption,charging_duration,charging_start_time,charging_end_time,charging_start_percentage,charging_end_percentage,charging_rate
U03868,Model_13,S064,38.41,1.75,2024-12-09 00:50:12,2024-12-09 02:35:12,45,50,21.95
U01188,Model_16,S042,23.31,2.17,2024-04-26 00:50:12,2024-04-26 03:00:24,68,89,10.74
U00709,Model_17,S032,30.81,1.55,2024-01-21 00:50:12,2024-01-21 02:23:12,35,44,19.88
U00078,Model_19,S021,8.26,0.89,2024-11-13 00:50:12,2024-11-13 01:43:36,14,86,9.28
U02320,Model_13,S060,20.54,2.02,2023-12-24 00:50:12,2023-12-24 02:51:24,63,77,10.17
U02525,Model_16,S006,19.98,2.06,2024-06-04 00:50:12,2024-06-04 02:53:48,74,76,9.7
U00549,Model_12,S021,19.74,2.54,2024-06-24 00:50:12,2024-06-24 03:22:36,58,77,7.77
U01670,Model_16,S036,19.22,1.16,2024-04-12 00:50:12,2024-04-12 01:59:48,77,84,16.57
U02863,Model_11,S001,12.41,1.65,2024-03-08 00:50:12,2024-03-08 02:29:12,73,97,7.52
U04437,Model_2,S044,10.11,1.77,2024-10-02 00:50:12,2024-10-02 02:36:24,50,57,5.71
U02915,Model_5,S049,4.89,1.45,2024-12-09 00:50:12,2024-12-09 02:17:12,31,60,3.37
U00331,Model_11,S005,20.93,1.07,2024-08-02 00:50:12,2024-08-02 01:54:24,80,96,19.56
U01558,Model_16,S042,13.91,0.7,2024-08-17 00:50:12,2024-08-17 01:32:12,45,89,19.87
U04053,Model_1,S016,11.07,0.69,2024-11-23 00:50:12,2024-11-23 01:31:36,20,91,16.05
U01899,Model_7,S037,5.35,1.25,2024-03-22 00:50:12,2024-03-22 02:05:12,28,39,4.28
U00028,Model_12,S035,13.71,1.87,2024-07-06 00:50:12,2024-07-06 02:42:24,12,59,7.33
U03004,Model_20,S022,29.54,1.55,2024-11-14 00:50:12,2024-11-14 02:23:12,74,92,19.06
U01418,Model_4,S014,36.75,2.27,2024-02-22 00:50:12,2024-02-22 03:06:24,48,80,16.19
U04653,Model_17,S054,27.23,2.23,2024-09-12 00:50:12,2024-09-12 03:04:00,24,63,12.21
U03056,Model_8,S017,17.81,1.44,2024-10-17 00:50:12,2024-10-17 02:16:36,61,96,12.37
U03630,Model_9,S033,30.65,2.49,2024-08-25 00:50:12,2024-08-25 03:19:36,47,92,12.31
U02163,Model_2,S002,15.61,2.65,2024-12-15 00:50:12,2024-12-15 03:29:12,73,86,5.89
U02351,Model_6,S024,21.32,2.2,2024-04-20 00:50:12,2024-04-20 03:02:12,45,62,9.69
U03604,Model_9,S033,7.27,0.98,2024-01-31 00:50:12,2024-01-31 01:49:00,35,94,7.42
U04518,Model_8,S003,14.41,2.31,2024-01-31 00:50:12,2024-01-31 03:08:48,1,61,6.24
U03319,Model_10,S045,23.48,1.65,2024-03-25 00:50:12,2024-03-25 02:29:12,70,100,14.23
U04288,Model_2,S030,35.51,2.93,2024-12-13 00:50:12,2024-12-13 03:46:00,79,90,12.12
U00011,Model_8,S027,10.03,1.32,2024-04-05 00:50:12,2024-04-05 02:09:24,69,93,7.6
U02905,Model_17,S028,3.01,0.83,2024-02-07 00:50:12,2024-02-07 01:40:00,31,40,3.63
U04682,Model_6,S069,17.01,1.52,2024-08-17 00:50:12,2024-08-17 02:21:24,68,99,11.19
U03427,Model_4,S049,16.19,1.42,2024-02-07 00:50:12,2024-02-07 02:15:24,46,98,11.4
U00636,Model_9,S015,38.21,2.42,2024-10-06 00:50:12,2024-10-06 03:15:24,43,50,15.79
U04583,Model_10,S053,25.2,2.38,2024-10-04 00:50:12,2024-10-04 03:13:00,14,49,10.59
U01179,Model_6,S023,24.62,1.53,2024-08-03 00:50:12,2024-08-03 02:22:00,19,21,16.09
U01123,Model_20,S041,7.66,1.76,2024-02-11 00:50:12,2024-02-11 02:35:48,0,77,4.35
U03956,Model_18,S032,29.45,1.92,2024-04-16 00:50:12,2024-04-16 02:45:24,2,63,15.34
U02867,Model_11,S067,40.13,1.91,2024-08-28 00:50:12,2024-08-28 02:44:48,68,71,21.01
U00913,Model_14,S042,35.03,2.89,2024-01-16 00:50:12,2024-01-16 03:43:36,27,70,12.12
U04242,Model_17,S026,26.01,2.57,2023-12-17 00:50:12,2023-12-17 03:24:24,5,56,10.12
U03337,Model_7,S036,12.91,0.75,2024-04-21 00:50:12,2024-04-21 01:35:12,47,68,17.21
U04602,Model_12,S069,47.01,2.21,2024-08-19 00:50:12,2024-08-19 03:02:48,66,85,21.27
U02568,Model_17,S066,4.94,1.04,2024-08-30 00:50:12,2024-08-30 01:52:36,69,77,4.75
U00448,Model_18,S034,47.26,2.32,2024-10-05 00:50:12,2024-10-05 03:09:24,23,67,20.37
U02478,Model_2,S062,53.36,2.53,2024-03-03 00:50:12,2024-03-03 03:22:00,62,71,21.09
U00145,Model_12,S022,31.48,1.44,2024-01-15 00:50:12,2024-01-15 02:16:36,0,73,21.86
U03585,Model_10,S051,7.25,0.52,2024-01-05 00:50:12,2024-01-05 01:21:24,10,42,13.94
U00799,Model_5,S017,26.91,2.25,2024-07-28 00:50:12,2024-07-28 03:05:12,48,73,11.96
U04772,Model_16,S046,27.07,2.37,2024-06-19 00:50:12,2024-06-19 03:12:24,37,75,11.42
U01185,Model_10,S051,26.33,2.66,2024-04-26 00:50:12,2024-04-26 03:29:48,65,68,9.9
U02756,Model_8,S053,14.38,0.76,2024-02-04 00:50:12,2024-02-04 01:35:48,55,59,18.92
U03335,Model_1,S051,42.3,1.95,2024-05-31 00:50:12,2024-05-31 02:47:12,65,68,21.69
U03398,Model_12,S049,6.19,1.72,2024-09-14 00:50:12,2024-09-14 02:33:24,71,99,3.6
U01813,Model_8,S061,64.34,2.99,2024-04-25 00:50:12,2024-04-25 03:49:36,55,56,21.52
U04210,Model_18,S032,21.97,1.05,2024-05-08 00:50:12,2024-05-08 01:53:12,23,25,20.92
U04924,Model_1,S029,51.52,2.88,2024-04-16 00:50:12,2024-04-16 03:43:00,71,82,17.89
U02655,Model_17,S009,9.91,0.66,2024-06-06 00:50:12,2024-06-06 01:29:48,49,73,15.02
U03666,Model_17,S060,38.42,2.0,2024-11-17 00:50:12,2024-11-17 02:50:12,24,58,19.21
U03022,Model_16,S064,15.02,1.81,2023-12-17 00:50:12,2023-12-17 02:38:48,59,78,8.3
U01110,Model_10,S011,32.36,2.55,2024-04-22 00:50:12,2024-04-22 03:23:12,28,62,12.69
U04107,Model_17,S070,23.39,1.2,2024-10-31 00:50:12,2024-10-31 02:02:12,30,67,19.49
U01212,Model_7,S022,19.33,2.34,2024-01-07 00:50:12,2024-01-07 03:10:36,42,82,8.26
U01370,Model_9,S022,5.81,1.74,2024-01-16 00:50:12,2024-01-16 02:34:36,38,56,3.34
U01777,Model_1,S032,44.66,2.25,2024-08-07 00:50:12,2024-08-07 03:05:12,39,40,19.85
U01984,Model_19,S036,7.79,0.51,2023-12-30 00:50:12,2023-12-30 01:20:48,29,84,15.28
U01875,Model_9,S070,45.58,2.39,2024-02-29 00:50:12,2024-02-29 03:13:36,17,40,19.07
U04458,Model_18,S012,4.85,1.12,2024-05-05 00:50:12,2024-05-05 01:57:24,76,85,4.33
U02939,Model_14,S025,4.69,1.44,2024-03-25 00:50:12,2024-03-25 02:16:36,41,94,3.26
U00090,Model_12,S028,13.85,1.89,2024-03-10 00:50:12,2024-03-10 02:43:36,16,23,7.33
U04066,Model_20,S057,16.76,1.11,2024-09-26 00:50:12,2024-09-26 01:56:48,77,92,15.1
U04614,Model_17,S021,11.69,1.48,2024-03-26 00:50:12,2024-03-26 02:19:00,78,79,7.9
U03153,Model_8,S012,5.64,0.51,2024-08-04 00:50:12,2024-08-04 01:20:48,30,100,11.05
U03735,Model_13,S029,14.6,0.86,2024-10-23 00:50:12,2024-10-23 01:41:48,63,88,16.98
U02441,Model_9,S053,17.3,0.82,2024-06-12 00:50:12,2024-06-12 01:39:24,79,83,21.1
U00319,Model_6,S004,34.73,1.61,2024-04-03 00:50:12,2024-04-03 02:26:48,72,84,21.57
U00270,Model_12,S009,32.35,2.86,2024-02-12 00:50:12,2024-02-12 03:41:48,22,93,11.31
U01342,Model_10,S001,7.45,1.38,2024-12-02 00:50:12,2024-12-02 02:13:00,0,91,5.4
U00486,Model_8,S012,13.59,1.21,2024-02-09 00:50:12,2024-02-09 02:02:48,52,100,11.23
U04967,Model_5,S044,36.67,2.59,2024-04-05 00:50:12,2024-04-05 03:25:36,76,98,14.16
U03278,Model_10,S008,10.07,0.95,2024-07-31 00:50:12,2024-07-31 01:47:12,76,87,10.6
U02120,Model_7,S059,9.26,1.15,2024-02-21 00:50:12,2024-02-21 01:59:12,75,94,8.05
U00588,Model_4,S028,45.22,2.23,2024-04-29 00:50:12,2024-04-29 03:04:00,12,85,20.28
U03432,Model_3,S032,11.23,2.43,2024-03-06 00:50:12,2024-03-06 03:16:00,56,74,4.62
U01772,Model_18,S042,36.43,2.04,2024-06-22 00:50:12,2024-06-22 02:52:36,68,98,17.86
U02778,Model_18,S041,35.44,2.24,2024-04-13 00:50:12,2024-04-13 03:04:36,6,32,15.82
U03142,Model_3,S065,6.81,2.12,2024-07-14 00:50:12,2024-07-14 02:57:24,54,79,3.21
U03052,Model_17,S022,29.54,2.13,2024-01-04 00:50:12,2024-01-04 02:58:00,69,87,13.87
U04033,Model_15,S015,22.85,1.11,2024-10-15 00:50:12,2024-10-15 01:56:48,53,100,20.59
U00226,Model_19,S001,21.68,1.22,2024-02-05 00:50:12,2024-02-05 02:03:24,68,73,17.77
U04791,Model_11,S056,28.33,1.95,2024-10-23 00:50:12,2024-10-23 02:47:12,18,46,14.53
U02888,Model_14,S060,18.56,0.92,2024-07-09 00:50:12,2024-07-09 01:45:24,5,90,20.17
U00083,Model_10,S024,19.68,1.03,2024-05-07 00:50:12,2024-05-07 01:52:00,47,82,19.11
U02590,Model_7,S064,4.03,1.26,2024-09-27 00:50:12,2024-09-27 02:05:48,29,74,3.2
U00130,Model_12,S045,29.35,1.45,2024-10-03 00:50:12,2024-10-03 02:17:12,74,88,20.24
U01995,Model_5,S003,7.28,0.83,2024-06-21 00:50:12,2024-06-21 01:40:00,25,68,8.77
U04801,Model_10,S016,36.04,1.76,2024-11-29 00:50:12,2024-11-29 02:35:48,29,67,20.48
U04599,Model_2,S063,8.22,0.54,2024-03-26 00:50:12,2024-03-26 01:22:36,52,97,15.23
U03318,Model_15,S065,7.8,0.66,2024-11-18 00:50:12,2024-11-18 01:29:48,55,71,11.82
U03982,Model_8,S046,7.21,1.08,2024-10-16 00:50:12,2024-10-16 01:55:00,77,93,6.68
U03581,Model_3,S027,10.09,1.38,2024-10-05 00:50:12,2024-10-05 02:13:00,31,53,7.31
U02618,Model_12,S050,10.3,1.86,2024-09-01 00:50:12,2024-09-01 02:41:48,32,78,5.54
U00842,Model_19,S030,15.8,0.97,2024-07-07 00:50:12,2024-07-07 01:48:24,26,56,16.29
U01993,Model_10,S057,3.05,0.73,2024-02-13 00:50:12,2024-02-13 01:34:00,15,18,4.18
U02767,Model_16,S057,14.66,0.81,2023-12-20 00:50:12,2023-12-20 01:38:48,19,36,18.1
U00331,Model_14,S011,22.21,2.79,2024-04-15 00:50:12,2024-04-15 03:37:36,70,85,7.96
U02499,Model_2,S034,45.12,2.78,2024-08-16 00:50:12,2024-08-16 03:37:00,2,81,16.23
U02816,Model_19,S019,4.65,0.91,2024-03-06 00:50:12,2024-03-06 01:44:48,16,55,5.11
U00234,Model_6,S051,4.76,0.59,2024-04-27 00:50:12,2024-04-27 01:25:36,41,79,8.06
U03162,Model_10,S058,9.05,1.12,2024-03-19 00:50:12,2024-03-19 01:57:24,22,91,8.08
U01122,Model_9,S037,18.19,2.1,2024-12-03 00:50:12,2024-12-03 02:56:12,9,15,8.66
U04936,Model_11,S024,25.7,1.94,2024-03-18 00:50:12,2024-03-18 02:46:36,18,74,13.25
U02469,Model_15,S035,44.79,2.97,2024-07-12 00:50:12,2024-07-12 03:48:24,79,80,15.08
U04735,Model_18,S054,37.02,2.21,2024-01-24 00:50:12,2024-01-24 03:02:48,74,75,16.75
U03384,Model_11,S033,21.41,1.72,2024-03-21 00:50:12,2024-03-21 02:33:24,28,60,12.45
U01293,Model_17,S025,43.51,2.59,2024-12-01 00:50:12,2024-12-01 03:25:36,42,75,16.8
U01869,Model_1,S034,8.13,1.64,2024-06-06 00:50:12,2024-06-06 02:28:36,60,92,4.96
U02480,Model_6,S042,6.26,2.02,2024-09-22 00:50:12,2024-09-22 02:51:24,60,82,3.1
U04193,Model_11,S021,8.85,1.76,2024-04-03 00:50:12,2024-04-03 02:35:48,22,54,5.03
U03007,Model_12,S038,29.23,1.63,2024-12-09 00:50:12,2024-12-09 02:28:00,13,59,17.93
U02792,Model_7,S009,44.96,2.95,2024-01-03 00:50:12,2024-01-03 03:47:12,64,71,15.24
U02380,Model_14,S043,4.93,1.53,2024-04-17 00:50:12,2024-04-17 02:22:00,22,65,3.22
U04196,Model_18,S015,26.28,2.22,2024-12-08 00:50:12,2024-12-08 03:03:24,44,70,11.84
U04790,Model_6,S006,53.37,2.65,2024-05-06 00:50:12,2024-05-06 03:29:12,11,48,20.14
U00614,Model_12,S040,18.51,1.93,2024-08-22 00:50:12,2024-08-22 02:46:00,46,87,9.59
U02547,Model_9,S041,25.58,1.6,2024-01-20 00:50:12,2024-01-20 02:26:12,44,63,15.99
U01711,Model_6,S011,16.65,1.02,2024-07-02 00:50:12,2024-07-02 01:51:24,12,74,16.32
U00949,Model_20,S036,47.24,2.62,2024-04-06 00:50:12,2024-04-06 03:27:24,9,87,18.03
U02237,Model_11,S026,57.69,2.65,2024-01-22 00:50:12,2024-01-22 03:29:12,29,63,21.77
U04615,Model_16,S041,33.63,2.68,2024-02-19 00:50:12,2024-02-19 03:31:00,23,68,12.55
U00184,Model_4,S047,7.09,1.43,2024-09-22 00:50:12,2024-09-22 02:16:00,40,77,4.96
U00642,Model_8,S047,13.24,1.07,2024-01-19 00:50:12,2024-01-19 01:54:24,3,76,12.37
U02463,Model_12,S048,18.82,2.1,2024-01-20 00:50:12,2024-01-20 02:56:12,42,84,8.96
U01974,Model_20,S052,14.92,1.54,2024-04-30 00:50:12,2024-04-30 02:22:36,30,97,9.69
U04647,Model_5,S051,5.17,0.57,2024-08-31 00:50:12,2024-08-31 01:24:24,34,41,9.07
U03501,Model_19,S061,42.88,2.47,2024-03-24 00:50:12,2024-03-24 03:18:24,68,89,17.36
U00524,Model_15,S021,27.55,1.49,2024-09-05 00:50:12,2024-09-05 02:19:36,50,94,18.49
U03668,Model_5,S014,15.98,1.1,2024-12-12 00:50:12,2024-12-12 01:56:12,60,72,14.53
U03100,Model_9,S009,39.97,1.93,2024-08-30 00:50:12,2024-08-30 02:46:00,54,74,20.71
U03637,Model_15,S012,30.8,1.59,2024-08-08 00:50:12,2024-08-08 02:25:36,66,92,19.37
U03735,Model_11,S052,7.82,1.96,2024-06-19 00:50:12,2024-06-19 02:47:48,17,26,3.99
U04522,Model_14,S029,38.27,2.49,2024-01-20 00:50:12,2024-01-20 03:19:36,5,36,15.37
U00344,Model_11,S029,13.95,2.28,2024-10-22 00:50:12,2024-10-22 03:07:00,26,33,6.12
U02781,Model_17,S054,54.03,2.93,2024-04-29 00:50:12,2024-04-29 03:46:00,77,85,18.44
U03602,Model_4,S016,51.34,2.99,2024-01-12 00:50:12,2024-01-12 03:49:36,27,50,17.17
U01189,Model_5,S052,25.97,2.82,2024-05-19 00:50:12,2024-05-19 03:39:24,13,100,9.21
U04432,Model_15,S069,15.19,1.04,2024-09-10 00:50:12,2024-09-10 01:52:36,68,89,14.61
U02228,Model_13,S027,22.3,1.27,2024-11-09 00:50:12,2024-11-09 02:06:24,61,84,17.56
U04783,Model_18,S041,18.75,1.68,2024-02-07 00:50:12,2024-02-07 02:31:00,78,81,11.16
U00634,Model_7,S048,52.15,2.65,2023-12-17 00:50:12,2023-12-17 03:29:12,79,80,19.68
U02928,Model_8,S069,2.03,0.52,2024-10-13 00:50:12,2024-10-13 01:21:24,21,63,3.9
U00626,Model_11,S049,24.67,1.22,2024-08-27 00:50:12,2024-08-27 02:03:24,25,54,20.22
U02816,Model_10,S028,2.06,0.62,2024-11-22 00:50:12,2024-11-22 01:27:24,10,24,3.32
U01728,Model_19,S022,11.36,1.15,2024-11-22 00:50:12,2024-11-22 01:59:12,2,34,9.88
U03604,Model_19,S069,40.32,2.56,2024-10-06 00:50:12,2024-10-06 03:23:48,41,79,15.75
U04733,Model_4,S047,6.0,1.68,2024-11-29 00:50:12,2024-11-29 02:31:00,1,89,3.57
U04299,Model_6,S018,21.8,1.25,2023-12-27 00:50:12,2023-12-27 02:05:12,21,53,17.44
U00104,Model_8,S034,8.34,0.8,2024-07-02 00:50:12,2024-07-02 01:38:12,19,75,10.42
U02094,Model_16,S041,26.9,1.73,2024-02-20 00:50:12,2024-02-20 02:34:00,76,78,15.55
U02329,Model_4,S015,43.15,2.97,2024-07-20 00:50:12,2024-07-20 03:48:24,4,52,14.53
U04655,Model_7,S002,25.35,1.33,2024-01-30 00:50:12,2024-01-30 02:10:00,32,34,19.06
U02344,Model_16,S047,34.69,2.2,2024-07-19 00:50:12,2024-07-19 03:02:12,15,65,15.77
U03748,Model_12,S005,22.3,2.9,2024-06-26 00:50:12,2024-06-26 03:44:12,10,18,7.69
U01150,Model_11,S052,45.42,2.16,2024-08-16 00:50:12,2024-08-16 02:59:48,23,59,21.03
U00979,Model_7,S045,10.09,1.4,2024-04-10 00:50:12,2024-04-10 02:14:12,19,44,7.21
U01675,Model_4,S062,6.28,1.0,2024-03-09 00:50:12,2024-03-09 01:50:12,2,39,6.28
U04389,Model_4,S023,35.76,2.54,2024-11-28 00:50:12,2024-11-28 03:22:36,62,94,14.08
U00916,Model_12,S024,7.14,2.21,2024-07-06 00:50:12,2024-07-06 03:02:48,47,95,3.23
U00675,Model_3,S053,20.83,1.89,2024-08-17 00:50:12,2024-08-17 02:43:36,51,70,11.02
U01039,Model_19,S012,26.27,2.57,2024-07-15 00:50:12,2024-07-15 03:24:24,45,78,10.22
U03763,Model_6,S059,13.0,2.16,2024-06-04 00:50:12,2024-06-04 02:59:48,58,89,6.02
U01321,Model_7,S036,16.86,0.82,2024-06-18 00:50:12,2024-06-18 01:39:24,27,70,20.56
U03899,Model_16,S034,6.52,1.25,2024-03-25 00:50:12,2024-03-25 02:05:12,64,82,5.22
U03966,Model_9,S055,19.93,1.65,2024-05-23 00:50:12,2024-05-23 02:29:12,38,100,12.08
U00478,Model_1,S060,12.07,1.69,2024-05-10 00:50:12,2024-05-10 02:31:36,2,54,7.14
U02460,Model_7,S019,18.72,1.68,2024-04-01 00:50:12,2024-04-01 02:31:00,61,94,11.14
U00098,Model_4,S027,18.19,0.84,2024-06-29 00:50:12,2024-06-29 01:40:36,19,99,21.65
U00168,Model_15,S054,55.19,2.75,2024-09-30 00:50:12,2024-09-30 03:35:12,79,92,20.07
U02031,Model_9,S069,7.53,1.08,2024-11-30 00:50:12,2024-11-30 01:55:00,15,96,6.97
U03416,Model_16,S042,16.05,0.8,2024-12-14 00:50:12,2024-12-14 01:38:12,69,84,20.06
U02096,Model_15,S011,27.48,1.81,2024-06-02 00:50:12,2024-06-02 02:38:48,18,73,15.18
U03144,Model_1,S070,18.81,1.13,2024-03-26 00:50:12,2024-03-26 01:58:00,20,30,16.65
U03994,Model_11,S014,18.98,1.4,2024-03-23 00:50:12,2024-03-23 02:14:12,35,80,13.56
U01614,Model_12,S021,12.98,1.26,2024-09-05 00:50:12,2024-09-05 02:05:48,66,89,10.3
U02104,Model_9,S028,19.29,1.97,2024-04-05 00:50:12,2024-04-05 02:48:24,60,71,9.79
U04176,Model_19,S041,46.39,2.4,2024-12-04 00:50:12,2024-12-04 03:14:12,68,95,19.33
U03912,Model_13,S042,1.76,0.58,2024-06-24 00:50:12,2024-06-24 01:25:00,27,52,3.03
U04081,Model_6,S044,44.5,2.79,2024-09-29 00:50:12,2024-09-29 03:37:36,39,91,15.95
U03547,Model_9,S061,16.25,1.82,2024-09-23 00:50:12,2024-09-23 02:39:24,13,39,8.93
U03395,Model_11,S034,10.96,2.81,2024-07-30 00:50:12,2024-07-30 03:38:48,12,45,3.9
U02253,Model_19,S026,15.33,2.58,2024-08-28 00:50:12,2024-08-28 03:25:00,70,80,5.94
U03413,Model_7,S012,42.55,2.2,2024-10-17 00:50:12,2024-10-17 03:02:12,55,64,19.34
U03567,Model_2,S026,10.89,1.45,2024-11-03 00:50:12,2024-11-03 02:17:12,19,91,7.51
U04637,Model_20,S029,7.6,1.97,2024-10-18 00:50:12,2024-10-18 02:48:24,69,78,3.86
U00180,Model_8,S008,15.6,1.39,2024-09-11 00:50:12,2024-09-11 02:13:36,15,62,11.22
U04409,Model_20,S013,44.03,2.25,2024-06-26 00:50:12,2024-06-26 03:05:12,12,54,19.57
U00476,Model_2,S048,7.92,1.22,2024-01-31 00:50:12,2024-01-31 02:03:24,45,98,6.49
U02666,Model_1,S043,9.31,0.81,2024-04-11 00:50:12,2024-04-11 01:38:48,7,38,11.49
U01430,Model_20,S029,3.3,0.68,2024-11-27 00:50:12,2024-11-27 01:31:00,9,70,4.85
U04597,Model_19,S023,50.8,2.31,2024-04-21 00:50:12,2024-04-21 03:08:48,0,94,21.99
U02273,Model_14,S026,33.43,2.01,2024-12-04 00:50:12,2024-12-04 02:50:48,53,70,16.63
U03079,Model_3,S034,7.85,2.07,2024-08-23 00:50:12,2024-08-23 02:54:24,80,88,3.79
U00773,Model_12,S055,34.9,2.97,2024-08-22 00:50:12,2024-08-22 03:48:24,28,60,11.75
U02606,Model_9,S016,25.12,2.35,2024-03-19 00:50:12,2024-03-19 03:11:12,24,57,10.69
U02425,Model_13,S057,44.37,2.9,2024-12-12 00:50:12,2024-12-12 03:44:12,19,46,15.3
U04733,Model_11,S030,23.3,1.1,2023-12-29 00:50:12,2023-12-29 01:56:12,0,91,21.18
U04668,Model_11,S043,6.44,0.58,2024-07-02 00:50:12,2024-07-02 01:25:00,6,71,11.1
U01878,Model_6,S045,17.1,1.75,2024-03-21 00:50:12,2024-03-21 02:35:12,71,82,9.77
U00855,Model_6,S017,13.56,1.82,2024-09-06 00:50:12,2024-09-06 02:39:24,1,82,7.45
U01831,Model_1,S041,6.57,1.0,2024-05-31 00:50:12,2024-05-31 01:50:12,0,12,6.57
U02057,Model_1,S001,7.71,0.99,2024-01-30 00:50:12,2024-01-30 01:49:36,74,78,7.79
U02613,Model_2,S066,21.48,2.5,2024-01-07 00:50:12,2024-01-07 03:20:12,47,50,8.59
U03387,Model_17,S009,44.79,2.35,2024-09-26 00:50:12,2024-09-26 03:11:12,75,88,19.06
U00818,Model_15,S020,61.24,2.83,2024-04-12 00:50:12,2024-04-12 03:40:00,63,92,21.64
U04281,Model_10,S057,18.54,2.28,2024-06-25 00:50:12,2024-06-25 03:07:00,20,53,8.13
U00158,Model_2,S068,46.67,2.99,2023-12-25 00:50:12,2023-12-25 03:49:36,30,37,15.61
U02425,Model_5,S026,17.8,1.48,2023-12-30 00:50:12,2023-12-30 02:19:00,75,77,12.03
U03506,Model_14,S064,22.22,2.3,2024-12-09 00:50:12,2024-12-09 03:08:12,23,28,9.66
U04795,Model_14,S002,17.72,0.83,2024-04-24 00:50:12,2024-04-24 01:40:00,42,91,21.35
U00557,Model_8,S019,8.59,0.55,2024-06-30 00:50:12,2024-06-30 01:23:12,60,76,15.61
U02698,Model_14,S047,13.44,1.29,2024-05-16 00:50:12,2024-05-16 02:07:36,30,79,10.42
U04543,Model_8,S014,29.53,2.37,2024-05-31 00:50:12,2024-05-31 03:12:24,10,35,12.46
U00740,Model_12,S004,38.54,2.19,2024-07-23 00:50:12,2024-07-23 03:01:36,52,78,17.6
U00377,Model_5,S018,5.69,0.84,2024-09-16 00:50:12,2024-09-16 01:40:36,33,85,6.77
U04589,Model_10,S014,47.5,2.52,2024-10-03 00:50:12,2024-10-03 03:21:24,39,66,18.85
U02635,Model_13,S017,18.02,1.24,2024-04-15 00:50:12,2024-04-15 02:04:36,18,88,14.53
U00935,Model_13,S011,32.1,2.13,2024-06-01 00:50:12,2024-06-01 02:58:00,10,93,15.07
U04336,Model_17,S003,19.22,0.9,2024-11-25 00:50:12,2024-11-25 01:44:12,46,75,21.35
U01565,Model_1,S016,3.66,0.88,2024-07-23 00:50:12,2024-07-23 01:43:00,62,95,4.16
U04088,Model_2,S051,35.09,1.82,2024-01-20 00:50:12,2024-01-20 02:39:24,16,57,19.28
U04455,Model_10,S053,15.55,2.5,2024-12-08 00:50:12,2024-12-08 03:20:12,67,76,6.22
U03042,Model_14,S015,21.81,1.11,2024-11-10 00:50:12,2024-11-10 01:56:48,51,93,19.65
U03003,Model_1,S040,2.39,0.64,2024-12-11 00:50:12,2024-12-11 01:28:36,18,20,3.74
U00805,Model_14,S001,3.5,0.52,2024-04-18 00:50:12,2024-04-18 01:21:24,28,84,6.74
U00483,Model_19,S018,29.21,2.03,2024-03-16 00:50:12,2024-03-16 02:52:00,4,74,14.39
U02435,Model_7,S014,17.18,2.4,2024-03-28 00:50:12,2024-03-28 03:14:12,43,93,7.16
U00287,Model_6,S012,36.74,2.58,2024-04-11 00:50:12,2024-04-11 03:25:00,45,77,14.24
U03506,Model_3,S018,13.96,1.34,2024-06-12 00:50:12,2024-06-12 02:10:36,41,53,10.42
U00442,Model_17,S014,35.0,2.76,2024-04-22 00:50:12,2024-04-22 03:35:48,54,74,12.68
U04341,Model_6,S027,5.08,0.52,2024-11-06 00:50:12,2024-11-06 01:21:24,56,90,9.76
U02006,Model_1,S010,13.56,0.97,2024-07-17 00:50:12,2024-07-17 01:48:24,67,70,13.98
U00990,Model_1,S064,7.58,1.14,2024-05-28 00:50:12,2024-05-28 01:58:36,80,90,6.65
U00701,Model_17,S015,13.1,1.78,2024-03-01 00:50:12,2024-03-01 02:37:00,39,69,7.36
U01266,Model_7,S054,41.84,2.24,2024-04-26 00:50:12,2024-04-26 03:04:36,64,77,18.68
U03368,Model_18,S032,42.98,2.22,2024-01-16 00:50:12,2024-01-16 03:03:24,11,52,19.36
U03780,Model_19,S051,36.28,2.08,2024-04-25 00:50:12,2024-04-25 02:55:00,61,72,17.44
U03324,Model_9,S004,26.15,1.55,2024-07-14 00:50:12,2024-07-14 02:23:12,18,20,16.87
U04107,Model_3,S061,34.3,2.4,2024-01-19 00:50:12,2024-01-19 03:14:12,45,84,14.29
U04295,Model_4,S038,36.93,2.32,2024-04-17 00:50:12,2024-04-17 03:09:24,76,86,15.92
U04006,Model_6,S042,8.25,0.57,2024-04-19 00:50:12,2024-04-19 01:24:24,22,37,14.47
U01980,Model_15,S046,58.4,2.96,2024-06-25 00:50:12,2024-06-25 03:47:48,65,96,19.73
U00547,Model_4,S032,25.83,1.32,2024-09-02 00:50:12,2024-09-02 02:09:24,4,61,19.57
U02767,Model_4,S054,18.63,1.01,2024-05-20 00:50:12,2024-05-20 01:50:48,74,78,18.45
U04159,Model_11,S060,7.89,2.15,2024-01-28 00:50:12,2024-01-28 02:59:12,54,73,3.67
U01324,Model_14,S029,11.88,2.08,2024-08-14 00:50:12,2024-08-14 02:55:00,39,60,5.71
U04090,Model_5,S051,12.41,1.35,2024-07-25 00:50:12,2024-07-25 02:11:12,63,79,9.19
U04315,Model_16,S042,11.51,2.54,2024-10-30 00:50:12,2024-10-30 03:22:36,25,86,4.53
U00281,Model_15,S030,17.68,1.57,2024-10-13 00:50:12,2024-10-13 02:24:24,51,85,11.26
U02938,Model_5,S066,41.26,2.16,2024-11-17 00:50:12,2024-11-17 02:59:48,5,31,19.1
U01323,Model_6,S045,17.2,1.02,2024-05-20 00:50:12,2024-05-20 01:51:24,64,78,16.86
